chr	start	end	length	sequence	chip.sample001.tsv	chip.sample002.tsv	chip.sample003.tsv	chip.sample004.tsv	chip.sample005.tsv	chip.sample006.tsv	chip.sample007.tsv	chip.sample008.tsv	chip.sample009.tsv	chip.sample010.tsv
ENSG00000259895	16	2464949	2468213	3264	NA	0	0	0	0	0	0	1	0	2	1
ENSG00000259897	16	35245915	35247534	1619	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259898	9	38542313	38542569	256	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259899	16	12560755	12611044	50289	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000259900	16	69335275	69351730	16455	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259904	15	34373540	34374603	1063	NA	0	0	0	0	1	4	0	0	0	0
ENSG00000259905	15	24493136	24652130	158994	NA	0	1	0	1	4	0	2	1	8	2
ENSG00000259906	15	30170562	30179943	9381	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259907	14	71181455	71182106	651	NA	0	0	1	0	0	0	0	0	0	0
ENSG00000259909	15	72638820	72640125	1305	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259910	16	1159547	1160176	629	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259912	16	48620318	48622033	1715	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259914	16	83725675	83726377	702	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259915	2	186354569	186356773	2204	NA	0	0	1	2	1	3	2	0	8	4
ENSG00000259916	2	94588521	94604573	16052	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259917	15	34489001	34490571	1570	NA	1	2	0	1	0	0	0	0	7	6
ENSG00000259918	16	47598653	47598996	343	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259920	7	130481490	130484392	2902	NA	1	0	0	0	0	0	1	0	6	2
ENSG00000259921	15	99157230	99161140	3910	NA	0	0	0	2	1	2	2	0	4	1
ENSG00000259922	16	57013070	57014100	1030	NA	0	0	0	1	1	0	0	2	1	0
ENSG00000259923	16	56648880	56652636	3756	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259924	15	65771175	65772139	964	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000259925	16	19343646	19401693	58047	NA	0	4	3	0	0	0	0	0	9	32
ENSG00000259926	16	53448747	53449590	843	NA	0	0	0	0	0	0	3	0	1	0
ENSG00000259928	17	30564056	30565576	1520	NA	0	0	0	0	0	1	0	0	0	1
ENSG00000259929	16	17933188	18151595	218407	NA	0	0	0	0	1	0	1	0	1	0
ENSG00000259931	15	75512769	75513040	271	NA	1	0	0	0	0	0	0	0	1	0
ENSG00000259932	15	45198516	45199139	623	NA	0	0	0	0	0	0	1	0	1	1
ENSG00000259933	16	2091435	2095433	3998	NA	3	0	0	1	1	1	3	1	7	7
ENSG00000259934	16	32845963	32846180	217	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259935	15	52648633	52649866	1233	NA	0	0	0	0	2	4	2	1	3	3
ENSG00000259937	12	33404871	33405896	1025	NA	0	0	0	0	0	0	0	0	1	2
ENSG00000259939	16	8853311	8854347	1036	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259940	16	27213307	27214993	1686	NA	0	0	0	3	5	0	2	2	2	8
ENSG00000259941	15	56394320	56396785	2465	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000259943	1	40256426	40257967	1541	NA	18	25	26	58	115	53	72	62	149	109
ENSG00000259944	17	15030974	15031957	983	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259945	16	67542122	67542963	841	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259946	1	97967004	97968814	1810	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259947	16	1889113	1890434	1321	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000259948	15	89201090	89201768	678	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259950	16	31894541	31894983	442	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259952	16	29806495	29807732	1237	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259953	9	112032554	112037730	5176	NA	29	13	23	41	39	29	39	28	144	54
ENSG00000259954	16	27447668	27453393	5725	NA	1	0	0	5	2	6	8	6	2	3
ENSG00000259955	16	25238317	25239287	970	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259956	3	51391267	51397908	6641	NA	219	183	332	334	296	334	322	416	946	1022
ENSG00000259957	16	49294885	49296736	1851	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000259959	4	47840121	47844339	4218	NA	8	4	16	12	28	15	20	19	67	40
ENSG00000259961	1	13513219	13516270	3051	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259962	16	53362018	53363678	1660	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259963	16	6721785	6721960	175	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259964	15	71147649	71189042	41393	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259966	16	32600298	32615639	15341	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000259967	15	80165922	80166980	1058	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259968	5	73952939	73954014	1075	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259969	14	57993544	57994525	981	NA	1	1	2	1	0	1	4	0	8	15
ENSG00000259970	3	49684479	49684983	504	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259971	16	73511175	73511654	479	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259972	16	74305126	74335346	30220	NA	9	7	7	16	33	23	20	22	83	61
ENSG00000259974	20	22547670	22578642	30972	NA	87	109	230	1	0	0	0	0	506	669
ENSG00000259976	3	114314500	114316179	1679	NA	44	20	28	67	44	45	37	39	295	225
ENSG00000259977	X	37906146	37949405	43259	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000259978	16	49764453	49764688	235	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259979	16	35118237	35118956	719	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259981	21	30089716	30097836	8120	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259982	16	28700293	28701540	1247	NA	0	1	0	0	0	0	1	0	2	3
ENSG00000259983	16	47013956	47014365	409	NA	0	1	0	0	0	0	0	0	0	0
ENSG00000259984	1	25336428	25337465	1037	NA	0	1	0	2	8	7	5	0	5	3
ENSG00000259985	18	31685654	31686823	1169	NA	1	0	1	0	1	0	2	6	4	5
ENSG00000259986	15	83179181	83439445	260264	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000259987	16	34141255	34142006	751	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259989	16	88984031	88995369	11338	NA	0	0	0	0	1	1	0	0	0	0
ENSG00000259990	16	34013393	34013830	437	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259992	16	75541398	75608445	67047	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259993	15	30223016	30225564	2548	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259994	10	30302825	30306066	3241	NA	5	2	4	11	21	16	5	6	35	16
ENSG00000259995	16	76736341	76928169	191828	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259996	16	35543278	35543645	367	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259997	16	33002332	33002621	289	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259998	14	88158239	88160591	2352	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259999	16	75321889	75325048	3159	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000260000	6	100881470	100882987	1517	NA	4	4	10	4	8	4	9	14	36	12
ENSG00000260001	19	7916144	7919097	2953	NA	0	0	2	0	0	1	1	0	3	2
ENSG00000260003	16	8276262	8295700	19438	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260004	16	65601100	65601698	598	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260005	17	81228706	81233983	5277	NA	1	3	1	4	28	15	14	12	17	19
ENSG00000260007	15	68193800	68229718	35918	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260008	11	102107885	102109842	1957	NA	0	0	0	0	0	0	0	0	1	2
ENSG00000260009	16	14363108	14370266	7158	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260010	16	31601592	31603531	1939	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260011	17	82381109	82382690	1581	NA	0	0	0	0	2	0	0	0	0	5
ENSG00000260012	16	47262740	47263500	760	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260014	16	78355528	78355834	306	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260015	16	71539833	71541825	1992	NA	0	0	0	0	1	2	0	4	1	2
ENSG00000260017	16	18803082	18812181	9099	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000260018	16	84117050	84117571	521	NA	0	0	1	1	2	1	3	0	1	3
ENSG00000260019	17	27929547	27974223	44676	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260021	1	202810237	202810829	592	NA	0	0	0	0	0	1	0	0	0	0
ENSG00000260022	16	883779	885090	1311	NA	3	1	1	3	12	15	7	13	13	10
ENSG00000260024	16	49708005	49708243	238	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260025	2	36354748	36355114	366	NA	1	0	14	7	1	2	1	1	33	25
ENSG00000260026	16	86720687	86721954	1267	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260027	17	48607226	48633572	26346	NA	6	17	9	38	10	14	14	9	41	33
ENSG00000260029	16	50551823	50553940	2117	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260030	12	53754357	53762104	7747	NA	0	0	0	0	0	0	2	6	0	0
ENSG00000260031	16	50151279	50151577	298	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260032	20	36045621	36050960	5339	NA	1793	1640	3049	1549	2077	2008	2181	2088	11138	7642
ENSG00000260033	16	48600175	48600644	469	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260034	16	25140576	25149032	8456	NA	0	0	0	1	4	1	1	0	9	9
ENSG00000260035	15	45200324	45200632	308	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260036	15	55442634	55443357	723	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000260037	15	71818395	71823384	4989	NA	0	0	0	0	1	1	0	1	2	5
ENSG00000260038	16	57247349	57248492	1143	NA	1	0	1	4	2	4	2	1	16	14
ENSG00000260041	16	56109536	56137000	27464	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260042	16	50856613	50879278	22665	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260046	14	45369214	45370839	1625	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000260047	16	32869984	32873128	3144	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260048	16	32059083	32059372	289	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260049	6	22260423	22317798	57375	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260051	16	1451759	1452653	894	NA	10	2	2	5	23	25	24	8	19	24
ENSG00000260052	16	48637142	48638719	1577	NA	0	0	0	0	0	0	0	1	2	0
ENSG00000260053	15	28506624	28508808	2184	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260057	16	51762518	51773173	10655	NA	0	0	2	0	0	0	0	0	6	2
ENSG00000260058	16	8309961	8357860	47899	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260059	2	138599662	138602426	2764	NA	0	0	0	1	1	0	0	1	2	0
ENSG00000260060	16	31196130	31196963	833	NA	0	0	1	0	0	3	2	1	3	0
ENSG00000260062	15	62253729	62270680	16951	NA	0	2	0	0	0	0	0	0	1	0
ENSG00000260063	1	26692131	26694131	2000	NA	3	1	7	4	12	7	8	12	11	15
ENSG00000260064	16	80627550	80628379	829	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260066	5	1725148	1728172	3024	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260067	16	49066566	49066729	163	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260068	16	64738322	64738564	242	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260070	7	36319774	36320479	705	NA	0	0	1	0	0	0	0	1	0	0
ENSG00000260071	16	9466654	9517564	50910	NA	0	1	0	0	0	0	0	0	0	2
ENSG00000260072	16	24472797	24495177	22380	NA	0	0	0	0	0	0	0	0	3	2
ENSG00000260073	16	35192686	35195661	2975	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260075	17	46372854	46487141	114287	NA	0	0	0	1	0	0	3	0	3	0
ENSG00000260077	2	10039091	10040663	1572	NA	41	33	34	45	21	27	28	21	217	231
ENSG00000260078	16	53364981	53373083	8102	NA	1	1	4	0	1	2	0	1	3	3
ENSG00000260081	X	153599339	153604353	5014	NA	0	2	0	0	1	0	0	0	5	1
ENSG00000260082	16	30821067	30822110	1043	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260083	16	30875221	30895220	19999	NA	0	1	2	0	2	0	1	3	2	4
ENSG00000260084	16	68573781	68589512	15731	NA	0	0	0	0	2	0	1	0	0	3
ENSG00000260086	16	48623435	48744921	121486	NA	1	0	2	0	1	2	0	0	10	2
ENSG00000260087	16	34139188	34139543	355	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260088	1	200669506	200694250	24744	NA	2	0	0	1	0	0	0	1	1	2
ENSG00000260089	16	49517761	49518601	840	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260090	4	147005491	147009145	3654	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260091	4	119409332	119410233	901	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260092	16	75528531	75545428	16897	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260093	8	10050484	10054254	3770	NA	0	0	0	0	1	1	2	1	6	1
ENSG00000260094	13	81225864	81226983	1119	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260095	16	2452580	2452977	397	NA	0	1	1	0	2	3	0	5	8	8
ENSG00000260096	15	74062779	74063785	1006	NA	0	1	0	0	0	0	0	0	0	0
ENSG00000260097	7	102347205	102356444	9239	NA	0	1	0	2	14	3	10	0	7	3
ENSG00000260100	9	37078812	37079776	964	NA	0	0	0	0	1	3	2	2	1	0
ENSG00000260101	2	64522186	64524093	1907	NA	1	0	2	12	55	38	83	106	8	21
ENSG00000260102	13	112197349	112201000	3651	NA	0	1	1	0	0	0	0	0	1	3
ENSG00000260103	15	74478069	74490286	12217	NA	1	4	1	0	10	8	13	11	18	9
ENSG00000260104	15	75249231	75249407	176	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260105	17	42865921	42874369	8448	NA	9	7	4	1	0	1	4	2	42	31
ENSG00000260107	16	1997653	1998374	721	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260108	16	69463843	69466264	2421	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260109	15	67985058	67986288	1230	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260111	16	70379456	70399502	20046	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260112	19	9518149	9519341	1192	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260113	16	30626975	30627178	203	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260114	16	29919633	29921905	2272	NA	8	3	8	12	22	36	25	21	70	49
ENSG00000260115	16	61918320	61940697	22377	NA	2	0	0	0	0	0	0	0	0	0
ENSG00000260118	X	68013469	68014901	1432	NA	5	1	2	2	1	0	0	0	7	14
ENSG00000260120	4	52680608	52692649	12041	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260121	16	88718614	88720459	1845	NA	5	7	15	9	36	21	23	16	70	68
ENSG00000260122	12	51809704	51810600	896	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260123	15	89041222	89082819	41597	NA	1	0	0	0	0	0	2	1	5	1
ENSG00000260125	15	86295648	86317173	21525	NA	0	0	1	0	0	0	0	0	4	0
ENSG00000260126	16	16658226	16664135	5909	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260128	15	30572737	30600647	27910	NA	0	0	1	0	0	0	1	2	2	0
ENSG00000260131	13	20181530	20181942	412	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260132	16	1408833	1412248	3415	NA	0	0	0	0	0	0	0	2	0	1
ENSG00000260133	16	29618784	29636328	17544	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000260134	16	35574833	35575494	661	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260135	16	55426796	55462297	35501	NA	2	0	0	1	21	21	17	26	79	34
ENSG00000260136	16	23452757	23457606	4849	NA	0	2	3	1	1	3	3	0	5	5
ENSG00000260137	10	37791579	37791937	358	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000260139	15	77894683	77904674	9991	NA	1	6	0	1	0	3	0	0	38	20
ENSG00000260141	16	33043608	33095431	51823	NA	1	0	0	0	1	0	1	1	5	0
ENSG00000260142	2	193898366	193899394	1028	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260144	15	72605182	72612326	7144	NA	1	0	0	1	0	1	0	0	1	3
ENSG00000260145	16	57052504	57058497	5993	NA	0	0	1	3	2	11	2	2	1	2
ENSG00000260146	16	66450997	66451351	354	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260147	16	55007981	55008306	325	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260148	16	57091212	57092303	1091	NA	0	0	0	1	0	1	0	0	0	0
ENSG00000260151	10	27343435	27344917	1482	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260152	15	75114260	75114868	608	NA	0	0	0	2	0	0	0	0	1	0
ENSG00000260153	16	35485765	35486225	460	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260156	16	70747056	70747926	870	NA	0	0	0	0	0	0	0	1	4	2
ENSG00000260157	17	21614486	21641536	27050	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000260158	16	32809555	32824645	15090	NA	0	0	0	0	0	0	0	1	1	0
ENSG00000260159	15	28454659	28457783	3124	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260160	19	52058489	52063703	5214	NA	3	2	8	8	16	6	5	4	18	18
ENSG00000260161	16	82120637	82121769	1132	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260162	16	88177288	88178646	1358	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260163	2	127025210	127029686	4476	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260165	15	75480660	75480836	176	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260166	16	88087386	88087932	546	NA	1	0	1	0	0	0	0	1	1	1
ENSG00000260167	16	30585906	30608593	22687	NA	0	0	0	1	1	2	3	2	2	2
ENSG00000260170	15	45587350	45676314	88964	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260171	2	206821189	206822294	1105	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260172	15	57319137	57323908	4771	NA	0	0	0	0	0	2	0	0	0	1
ENSG00000260173	15	72140503	72155459	14956	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000260174	15	30044454	30045296	842	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000260176	16	2644083	2645214	1131	NA	0	0	0	0	0	0	0	0	2	0
ENSG00000260177	16	87780133	87806476	26343	NA	0	0	0	0	2	1	4	0	0	0
ENSG00000260179	1	1249776	1251334	1558	NA	0	0	0	1	1	2	1	0	4	3
ENSG00000260182	16	1257338	1258074	736	NA	10	0	15	2	0	1	4	0	193	41
ENSG00000260183	16	80547841	80552514	4673	NA	0	1	0	0	0	0	0	0	2	9
ENSG00000260184	16	48849918	48850015	97	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260185	16	71655026	71664212	9186	NA	0	0	0	0	0	0	2	0	1	0
ENSG00000260186	16	58421325	58462470	41145	NA	0	1	0	0	7	0	0	14	1	1
ENSG00000260187	16	64736787	64737280	493	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260188	6	110477906	110479436	1530	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000260190	9	136937168	136937988	820	NA	0	0	2	1	2	0	0	0	0	2
ENSG00000260192	5	125493260	125602227	108967	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260193	9	136107807	136109424	1617	NA	0	1	0	6	10	1	2	3	3	5
ENSG00000260194	16	53998312	53999969	1657	NA	0	0	0	0	0	0	0	0	1	2
ENSG00000260196	11	17380648	17383531	2883	NA	4	6	9	9	5	6	9	9	12	31
ENSG00000260197	Y	19691940	19694606	2666	NA	0	0	0	0	0	0	35	0	62	1
ENSG00000260198	16	56300615	56302904	2289	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260201	16	20580998	20586640	5642	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260202	20	23481644	23519054	37410	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260205	10	22218073	22221168	3095	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260206	15	75636138	75639239	3101	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260207	16	34142455	34142849	394	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260209	11	125873030	125874528	1498	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260211	15	32313125	32315654	2529	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260212	6	127659423	127660338	915	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260213	16	81016791	81035759	18968	NA	0	0	1	1	2	1	3	0	3	2
ENSG00000260217	3	175938928	175941037	2109	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260218	16	31963802	31964079	277	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260219	16	30355440	30357104	1664	NA	6	8	9	6	3	4	8	7	33	22
ENSG00000260220	9	136280941	136306901	25960	NA	0	10	2	0	2	1	1	4	47	139
ENSG00000260223	16	76107282	76147806	40524	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260224	16	11968507	11968743	236	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260228	16	83789966	83807834	17868	NA	1	2	4	5	4	8	3	8	5	23
ENSG00000260229	16	81476022	81476519	497	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260230	9	109130292	109167291	36999	NA	6	1	0	0	0	0	1	1	3	3
ENSG00000260231	7	140177260	140179640	2380	NA	5	7	14	27	39	40	29	43	56	50
ENSG00000260232	15	23975171	24003435	28264	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260233	11	65568481	65570423	1942	NA	5	4	3	10	22	37	20	9	66	30
ENSG00000260234	3	150882996	150941743	58747	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260235	15	75624792	75625690	898	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260236	3	47379088	47380999	1911	NA	1	1	2	11	19	6	11	8	20	16
ENSG00000260237	16	80040661	80045745	5084	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260238	1	156212981	156243332	30351	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260239	6	4491806	4495769	3963	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000260240	16	59709992	59755026	45034	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260242	16	18002805	18173063	170258	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260244	4	155734447	155737062	2615	NA	78	82	194	143	86	117	94	71	898	441
ENSG00000260246	1	109693116	109693742	626	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260247	16	23537060	23537556	496	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260249	16	50666210	50671639	5429	NA	2	4	0	1	1	3	2	0	9	2
ENSG00000260251	16	46573762	46575094	1332	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260252	16	72084856	72087443	2587	NA	0	0	0	2	2	6	1	5	7	3
ENSG00000260253	8	29352419	29353170	751	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000260254	11	115638562	115646962	8400	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260255	16	25824709	25826330	1621	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260256	21	44347766	44348295	529	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000260257	20	32856620	32858751	2131	NA	6	8	15	16	42	17	26	4	69	71
ENSG00000260258	16	52942138	52943464	1326	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260259	16	89682619	89686569	3950	NA	5	1	1	1	9	1	1	1	17	33
ENSG00000260260	16	2154796	2155358	562	NA	0	11	3	9	16	5	10	2	15	11
ENSG00000260261	3	195949187	195952695	3508	NA	5	4	4	18	97	65	73	51	120	123
ENSG00000260262	4	836511	837224	713	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260264	16	24236103	24252863	16760	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260265	4	75081701	75084717	3016	NA	0	1	0	0	0	0	1	0	1	16
ENSG00000260266	15	74350767	74364620	13853	NA	3	0	0	0	0	1	0	0	1	3
ENSG00000260267	16	31456710	31459736	3026	NA	10	11	5	12	11	24	27	17	62	69
ENSG00000260268	16	52083064	52085109	2045	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260269	15	75527149	75601205	74056	NA	0	0	0	1	1	2	3	2	2	8
ENSG00000260271	6	90345218	90362632	17414	NA	0	0	0	0	9	4	13	15	0	0
ENSG00000260272	16	2496031	2520218	24187	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260273	6	109382794	109383666	872	NA	0	0	0	0	2	2	1	2	0	5
ENSG00000260274	15	75368154	75369584	1430	NA	2	3	3	3	9	5	8	11	7	11
ENSG00000260275	15	89037976	89038286	310	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260276	16	8848104	8860456	12352	NA	5	1	0	6	16	10	8	12	34	28
ENSG00000260277	16	22083255	22092231	8976	NA	0	0	0	0	4	1	1	1	11	5
ENSG00000260278	4	78773653	78775973	2320	NA	0	0	0	0	2	0	3	0	1	1
ENSG00000260279	16	89297507	89298317	810	NA	0	7	9	5	5	15	12	9	25	31
ENSG00000260280	16	29455104	29464963	9859	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260281	16	47144322	47162747	18425	NA	0	0	1	2	0	1	0	1	2	0
ENSG00000260282	15	42581155	42581488	333	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000260284	16	1286350	1288837	2487	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260285	14	103525009	103529072	4063	NA	18	11	13	19	27	20	25	17	147	114
ENSG00000260286	6	24797320	24798889	1569	NA	0	0	0	0	0	1	1	0	1	6
ENSG00000260287	17	36323883	36334759	10876	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260288	15	75737819	75763321	25502	NA	0	1	0	0	3	0	1	2	5	4
ENSG00000260289	16	7888488	7894395	5907	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000260290	16	69756535	69757937	1402	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000260291	16	35384143	35385086	943	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260293	16	2476557	2482173	5616	NA	7	1	1	5	7	5	5	1	17	24
ENSG00000260296	4	40166674	40167831	1157	NA	7	0	6	10	14	6	16	7	28	21
ENSG00000260298	16	50058149	50059231	1082	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260300	16	83908131	83951445	43314	NA	1	0	3	0	0	2	2	0	4	12
ENSG00000260302	18	12774650	12775923	1273	NA	0	1	0	2	2	2	1	1	3	2
ENSG00000260303	4	146052603	146056762	4159	NA	0	0	0	1	102	14	137	114	5	6
ENSG00000260304	16	31182510	31183285	775	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000260305	15	88252729	88271066	18337	NA	0	0	0	0	1	0	0	0	0	1
ENSG00000260306	16	21794094	21795759	1665	NA	1	2	1	9	22	17	23	4	21	18
ENSG00000260307	16	32439068	32441159	2091	NA	0	0	0	0	0	0	0	0	0	0
